# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-16
# See end of file for additional documentation on specific fields
Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr1	11654374	11663326	1p36.21	1p36.22	609111	FBXO44, FBX44, FBX6A, FBG3	F-box protein 44	FBXO44	93611	ENSG00000132879			Fbxo44 (MGI:1354744)
chr1	11664199	11674353	1p36.23	1p36.22	605647	FBXO6, FBX6, FBG2	F-box protein 6	FBXO6	26270	ENSG00000116663			Fbxo6 (MGI:1354743)
chr1	11674479	11691558	1p36	1p36.22	604094	MAD2L2, MAD2B, FANCV	Mitotic arrest-deficient 2 like 2	MAD2L2	10459	ENSG00000116670	mutation identified in 1 FANCV patient; pseudogene on 14q21-q23	?Fanconi anemia, complementation group V, 617243 (3), Autosomal recessive	Mad2l2 (MGI:1919140)
chr1	11686634	11725856	1p36.22	1p36.22	612682	DRAXIN, C1orf187	Dorsal inhibitory axon guidance protein	DRAXIN	374946	ENSG00000162490			Draxin (MGI:1917683)
chr1	11736120	11750770	1p36.22	1p36.22	608729	AGTRAP	Angiotensin II receptor-associated protein	AGTRAP	57085	ENSG00000177674			Agtrap (MGI:1339977)
chr1	11785722	11806102	1p36.3	1p36.22	607093	MTHFR	Methylenetetrahydrofolate reductase	MTHFR	4524	ENSG00000177000		{Vascular disease, susceptibility to} (3); Homocystinuria due to MTHFR deficiency, 236250 (3), Autosomal recessive; {Thromboembolism, susceptibility to}, 188050 (3), Autosomal dominant; {Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant; {Neural tube defects, susceptibility to}, 601634 (3), Autosomal recessive	Mthfr (MGI:106639)
chr1	11806190	11843129	1p36	1p36.22	602726	CLCN6, CONRIBA	Chloride channel 6	CLCN6	1185	ENSG00000011021		Neurodegeneration, childhood-onset, hypotonia, respiratory insufficiency and brain imaging abnormalities, 619173 (3), Autosomal dominant	Clcn6 (MGI:1347049)
chr1	11845708	11847782	1p36.2	1p36.22	108780	NPPA, PND, ANP, ATFB6, ATRST2	Natriuretic peptide precursor A	NPPA	4878	ENSG00000175206		Atrial standstill 2, 615745 (3), Autosomal recessive; Atrial fibrillation, familial, 6, 612201 (3), Autosomal dominant	Nppa (MGI:97367)
chr1	11857463	11858944	1p36.2	1p36.22	600295	NPPB, BNP	Natriuretic peptide precursor B	NPPB	4879	ENSG00000120937			Nppb (MGI:97368)
chr1	11934716	11975536	1p36.3-p36.2	1p36.22	153454	PLOD1, LH1, LLH, EDSKCL1	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase)	PLOD1	5351	ENSG00000083444		Ehlers-Danlos syndrome, kyphoscoliotic type, 1, 225400 (3), Autosomal recessive	Plod1 (MGI:99907)
chr1	11980214	12013507	1p36.2	1p36.22	608507	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B	Mitofusin 2	MFN2	9927	ENSG00000116688		Charcot-Marie-Tooth disease, axonal, type 2A2A, 609260 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 (3), Autosomal recessive; Hereditary motor and sensory neuropathy VIA, 601152 (3), Autosomal dominant	Mfn2 (MGI:2442230)
chr1	12019465	12032044	1p36.22	1p36.22	608772	MIIP, IIP45	Migration and invasion inhibitory protein	MIIP	60672	ENSG00000116691			Miip (MGI:106506)
chr1	12063302	12144212	1p36	1p36.22	153243	TNFRSF8, CD30, D1S166E	Tumor necrosis factor receptor superfamily, member 8 (CD30 antigen; Ki-1 antigen)	TNFRSF8	943	ENSG00000120949			Tnfrsf8 (MGI:99908)
chr1	12166947	12209221	1p36.3-p36.2	1p36.22	191191	TNFRSF1B, TNFR2, TNFBR	Tumor necrosis factor receptor superfamily, member 1B	TNFRSF1B	7133	ENSG00000028137			Tnfrsf1b (MGI:1314883)
chr1	12230029	12512046	1p36.22-p36.21	1p36.22-p36.21	608877	VPS13D, SCAR4	Vacuolar protein sorting 13 homolog D	VPS13D	55187	ENSG00000048707		Spinocerebellar ataxia, autosomal recessive 4, 607317 (3), Autosomal recessive	Vps13d (MGI:2448530)
chr1	12500000	15900000	1p36.21		609918	GBD2	Gallbladder disease 2		100048905		between D1S1597 and D1S47	Gallbladder disease 2, 609918 (2)	
chr1	12500000	27600000	1p36.2-p36.1		600975	GLC3B	Glaucoma 3, primary infantile, B		2728			Glaucoma 3, primary infantile, B, 600975 (2), Autosomal recessive	
chr1	12500000	15900000	1p36.2		608543	SCZD12	Schizophrenia 12		619488		max lod at D1S1612	{Schizophrenia 12}, 181500 (2), Autosomal dominant	
chr1	12567909	12618209	1p36.1	1p36.21	612830	DHRS3, RETSDR1	Short-chain dehydrogenase/reductase family, member 3	DHRS3	9249	ENSG00000162496			Dhrs3 (MGI:1315215)
chr1	13474972	13514002	1p36.21	1p36.21	615212	LRRC38	Leucine-rich repeat-containing protein 38	LRRC38	126755	ENSG00000162494			Lrrc38 (MGI:2442845)
chr1	13583756	13617956	1p36.21	1p36.21	608863	PDPN, TI1A, T1A2, GP36, OTS8, AGGRUS	Podoplanin	PDPN	10630	ENSG00000162493			Pdpn (MGI:103098)
chr1	13698873	13825078	1p36	1p36.21	601196	PRDM2, RIZ	PR domain-containing protein 2 (retinoblastoma protein-binding zinc-finger protein RIZ)	PRDM2	7799	ENSG00000116731			Prdm2 (MGI:107628)
chr1	13893385	15118042	1p36.21	1p36.21	618301	KAZN	Kazrin, periplakin-interacting protein	KAZN	23254	ENSG00000189337			Kazn (MGI:1918779)
chr1	15409887	15430338	1p36.21	1p36.21	616450	EFHD2, SWS1	EF-hand domain family, member D2	EFHD2	79180	ENSG00000142634			Efhd2 (MGI:106504)
chr1	15438441	15449246	1p36.21	1p36.21	601405	CTRC, CLCR	Chymotrypsin	CTRC	11330	ENSG00000162438		{Pancreatitis, chronic, susceptibility to}, 167800 (3), Autosomal dominant	Ctrc (MGI:1923951)
chr1	15456731	15472090	1p36.2	1p36.21	609443	CELA2A, ELA2A, AOMS4	Chymotrypsin-like elastase family, member 2A	CELA2A	63036	ENSG00000142615		Abdominal obesity-metabolic syndrome 4, 618620 (3), Autosomal dominant	Cela2a (MGI:95316)
chr1	15476103	15491394	1p36.2	1p36.21	609444	CELA2B, ELA2B	Chymotrypsin-like elastase family, member 2B	CELA2B	51032	ENSG00000215704			Cela2a (MGI:95316)
chr1	15491400	15524911	1p36.3-p36.1	1p36.21	602234	CASP9, APAF3	Caspase 9, apoptosis-related cysteine protease	CASP9	842	ENSG00000132906			Casp9 (MGI:1277950)
chr1	15571698	15585050	1p36.21	1p36.21	617887	AGMAT, AUH	Agmatinase	AGMAT	79814	ENSG00000116771			Agmat (MGI:1923236)
chr1	15659712	15662032	1p36.1	1p36.21	601966	RSC1A1, RS1	Regulatory solute carrier protein, family 1, member 1	RSC1A1	6248	ENSG00000215695			Rsc1a1 (MGI:3526447)
chr1	15681505	15734768	1p36.21	1p36.21	609613	PLEKHM2, SKIP, KIAA0842	Pleckstrin homology domain-containing protein, family M, member 2	PLEKHM2	23207	ENSG00000116786			Plekhm2 (MGI:1916832)
chr1	15735087	15741391	1p36.21	1p36.21	610817	SLC25A34	Solute carrier family 25, member 34	SLC25A34	284723	ENSG00000162461			Slc25a34 (MGI:2686215)
chr1	15756169	15786589	1p36.13	1p36.21	607747	FBLIM1, FBLP1, MIGFILIN	Filamin-binding LIM protein 1	FBLIM1	54751	ENSG00000162458			Fblim1 (MGI:1921452)
chr1	15847706	15940455	1p36.13	1p36.21-p36.13	613484	SPEN, MINT, SHARP, HIAA0929, RATARS	Spen family transcriptional repressor	SPEN	23013	ENSG00000065526		Radio-Tartaglia syndrome, 619312 (3), Autosomal dominant	Spen (MGI:1891706)
chr1	15900000	39600000	1p36.13-p34.3		609122	ANIB3	Aneurysm, intracranial berry, 3		497657			Aneurysm, intracranial berry, 3, 609122 (2), Autosomal dominant	
chr1	15900000	39600000	1p36.13-p34.3		616055	EA8	Episodic ataxia, type 8		104326187		between rs2743201 and rs215791	Episodic ataxia, type 8, 616055 (2), Autosomal dominant	
chr1	15939932	15976131	1p36.2-p36.1	1p36.13	604084	ZBTB17, ZNF151, MIZ1	Zinc finger- and BTB domain-containing protein 17	ZBTB17	7709	ENSG00000116809			Zbtb17 (MGI:107410)
chr1	16004235	16008806	1p36.13	1p36.13	619448	SRARP, ERRF, C1orf64	Steroid receptor-associated and -regulated protein	SRARP	149563	ENSG00000183888			Srarp (MGI:2685540)
chr1	16014028	16019593	1p36.23-p34.3	1p36.13	610692	HSPB7, CVHSP	Heat-shock 27kD protein 7	HSPB7	27129	ENSG00000173641			Hspb7 (MGI:1352494)
chr1	16022035	16034049	1p36	1p36.13	602024	CLCNKA	Chloride channel, kidney, A	CLCNKA	1187	ENSG00000186510	11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB	Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive	Clcnka (MGI:1329026)
chr1	16043781	16057325	1p36	1p36.13	602023	CLCNKB	Chloride channel, kidney, B	CLCNKB	1188	ENSG00000184908	unequal crossingover with CLCNKA	Bartter syndrome, type 3, 607364 (3), Autosomal recessive; Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive	Clcnkb (MGI:1930643)
chr1	16124336	16156103	1p36.1	1p36.13	176946	EPHA2, ECK, CTPP1, CTPA, ARCC2, CTRCT6	Ephrin receptor EphA2	EPHA2	1969	ENSG00000142627		Cataract 6, multiple types, 116600 (3), Autosomal dominant	Epha2 (MGI:95278)
chr1	16197853	16212699	1p36.13	1p36.13	612496	ARHGEF19, WGEF	RHO guanine nucleotide exchange factor 19	ARHGEF19	128272	ENSG00000142632			Arhgef19 (MGI:1925912)
chr1	16246839	16352479	1p36.23-p36.11	1p36.13	609109	FBXO42, FBX42, KIAA1332	F-box protein 42	FBXO42	54455	ENSG00000037637			Fbxo42 (MGI:1924992)
chr1	16440723	16460077	1p36.13	1p36.13	611624	NECAP2	NECAP endocytosis-associated protein 2	NECAP2	55707	ENSG00000157191			Necap2 (MGI:1913397)
chr1	16545938	16546008	1p36.13	1p36.13	189911	TRG-CCC1-1, TRNAG1, TRG1	tRNA glycine 1 (anticodon CCC) 1-1	TRG-CCC1-1	7195				
chr1	16562322	16613563	1p36.2	1p36.13	610501	NBPF1, KIAA1693	Neuroblastoma breakpoint family, member 1	NBPF1	55672	ENSG00000219481	pseudogenes on 3 and 5		
chr1	16740515	16740678	1p36.3	1p36.13	180680	RNU1A, RNU1	RNA, U1A small nuclear	RNU1-4	6060	ENSG00000207389	?same as A12M2		
chr1	16872582	16872653	1p36	1p36.13	180640	TRE-TTC3-1, TRNAE1, TRNE, TRE	tRNA glutamic acid (anticodon TTC) 3-1	TRE-TTC3-1	7193				
chr1	16914081	16972978	1p36.11	1p36.13	615776	CROCC, ROOTLETIN, KIAA0445	Ciliary rootlet coiled-coil protein	CROCC	9696	ENSG00000058453			Crocc (MGI:3529431)
chr1	16974501	16981582	1p36.1-p35	1p36.13	156790	MFAP2, MAGP, MAGP1	Microfibrillar-associated protein-2	MFAP2	4237	ENSG00000117122			Mfap2 (MGI:99559)
chr1	16985957	17011971	1p36	1p36.13	610513	ATP13A2, PARK9, KRPPD, SPG78	ATPase 13A2	ATP13A2	23400	ENSG00000159363	mutation identified in 1 family with CLN12	Spastic paraplegia 78, autosomal recessive, 617225 (3), Autosomal recessive; Kufor-Rakeb syndrome, 606693 (3), Autosomal recessive	Atp13a2 (MGI:1922022)
chr1	17018721	17054031	1p36.1-p35	1p36.13	185470	SDHB, SDH2, SDHIP, PGL4, MC2DN4	Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	SDHB	6390	ENSG00000117118	1 of 2 polypeptides	Paragangliomas 4, 115310 (3), Autosomal dominant; Mitochondrial complex II deficiency, nuclear type 4, 619224 (3), Autosomal recessive; Gastrointestinal stromal tumor, 606764 (3), Autosomal dominant, Isolated cases; Pheochromocytoma, 171300 (3), Autosomal dominant; Paraganglioma and gastric stromal sarcoma, 606864 (3)	Sdhb (MGI:1914930)
chr1	17066760	17119452	1p36.13	1p36.13	607935	PADI2	Peptidylarginine deiminase, type II	PADI2	11240	ENSG00000117115			Padi2 (MGI:1338892)
chr1	17205124	17246006	1p36.13	1p36.13	607934	PADI1	Peptidylarginine deiminase, type I	PADI1	29943	ENSG00000142623			Padi1 (MGI:1338893)
chr1	17249078	17284232	1p36.13	1p36.13	606755	PADI3, UHS1	Peptidylarginine deiminase, type III	PADI3	51702	ENSG00000142619		Uncombable hair syndrome, 191480 (3), Autosomal recessive	Padi3 (MGI:1338891)
chr1	17308194	17364003	1p36.13	1p36.13	605347	PADI4, PADI5, PAD	Peptidylarginine deiminase, type IV	PADI4	23569	ENSG00000159339			Padi4 (MGI:1338898)
chr1	17372195	17401698	1p36.13	1p36.13	610363	PADI6, PREMBL2	Peptidylarginine deiminase, type VI	PADI6	353238	ENSG00000276747		Preimplantation embryonic lethality 2, 617234 (3), Autosomal recessive	Padi6 (MGI:2655198)
chr1	17513441	17697874	1p36.13	1p36.13	612494	ARHGEF10L, GRINCHGEF, KIAA1626	RHO guanine nucleotide exchange factor 10-like protein	ARHGEF10L	55160	ENSG00000074964			Arhgef10l (MGI:1920004)
chr1	18630845	18748865	1p36.2-p36.12	1p36.13	167410	PAX7, RMS2, MYOSCO	Paired box gene 7	PAX7	5081	ENSG00000009709	fused with FKHR in rhabdomyosarcoma	Rhabdomyosarcoma 2, alveolar, 268220 (3), Somatic mutation; Myopathy, congenital, progressive, with scoliosis, 618578 (3), Autosomal recessive	Pax7 (MGI:97491)
chr1	18839598	18859659	1p36	1p36.13	606226	TAS1R2, T1R2	Taste receptor type 1, member 2	TAS1R2	80834	ENSG00000179002			Tas1r2 (MGI:1933546)
chr1	18871429	18902554	1p36	1p36.13	606811	ALDH4A1, ALDH4, P5CDH	Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase)	ALDH4A1	8659	ENSG00000159423		Hyperprolinemia, type II, 239510 (3), Autosomal recessive	Aldh4a1 (MGI:2443883)
chr1	19074507	19214331	1p36.13	1p36.13	609890	UBR4, ZUBR1, RBAF600, KIAA1307	Ubiquitin protein ligase E3 component n-recognin 4	UBR4	23352	ENSG00000127481			Ubr4 (MGI:1916366)
chr1	19215659	19251523	1p36.13	1p36.13	616846	EMC1, KIAA0090, CAVIPMR	Endoplasmic reticulum membrane protein complex, subunit 1	EMC1	23065	ENSG00000127463		Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3), Autosomal recessive	Emc1 (MGI:2443696)
chr1	19265981	19274121	1p36.13	1p36.13	608478	AKR7A4, AFAR3	Aldo-keto reductase family 7, member A4	AKR7L	246181	ENSG00000211454			Akr7a5 (MGI:107796)
chr1	19274228	19289361	1p36.13	1p36.13	608477	AKR7A3, AFAR2	Aldo-keto reductase family 7, member A3	AKR7A3	22977	ENSG00000162482			Akr7a5 (MGI:107796)
chr1	19302707	19312145	1p36.13	1p36.13	603418	AKR7A2, AKR7, AFAR	Aldo-keto reductase family 7, member A2	AKR7A2	8574	ENSG00000053371	pseudogenes on Xq25 and 1p12		Akr7a5 (MGI:107796)
chr1	19312301	19332610	1p36.13	1p36.13	614760	PQLC2	PQ loop repeat-containing protein 2	SLC66A1	54896	ENSG00000040487			Slc66a1 (MGI:2384837)
chr1	19338774	19485538	1p36.1	1p36.13	601572	CAPZB, CAPPB	Capping protein (actin filament) muscle Z-line, beta	CAPZB	832	ENSG00000077549			Capzb (MGI:104652)
chr1	19596978	19629819	1p36.13	1p36.13	616574	MICOS10, MINOS1, MIO10, MIC10	Mitochondrial contact site and cristae organizing system, 10kD subunit	MICOS10	440574	ENSG00000173436			Micos10 (MGI:1913628)
chr1	19643228	19658451	1p36.13-p36.11	1p36.13	600613	D1S1733E, DAN	Differential-screening-selected gene aberrant in neuroblastoma	NBL1	4681	ENSG00000158747	aberrant in some neuroblastomas		Nbl1 (MGI:104591)
chr1	19664874	19680965	1p36-p35	1p36.13	601109	HTR6	5-hydroxytryptamine (serotonin) receptor-6	HTR6	3362	ENSG00000158748			Htr6 (MGI:1196627)
chr1	19814028	19815282	1p36.13	1p36.13	617163	RNF186	Ring finger protein 186	RNF186	54546	ENSG00000178828			Rnf186 (MGI:1914075)
chr1	19881707	19912944	1p36.13	1p36.13	611758	OTUD3, KIAA0459	OTU domain-containing protein 3	OTUD3	23252	ENSG00000169914			Otud3 (MGI:1920412)
chr1	19920008	19923616	1p36	1p36.13	618320	PLA2G2E	Secretory phospholipase A2, group IIE	PLA2G2E	30814	ENSG00000188784			Pla2g2e (MGI:1349660)
chr1	19975430	19980433	1p35	1p36.13	172411	PLA2G2A, PLA2B, PLA2L, MOM1	Phospholipase A2, group IIA, platelets, synovial fluid	PLA2G2A	5320	ENSG00000188257	germline mutation identified in 1 CRC patient	{?Colorectal cancer, susceptibility to}, 114500 (3), Autosomal dominant, Somatic mutation	Pla2g2a (MGI:104642)
chr1	20028348	20091910	1p36-p34	1p36.13	601192	PLA2G5, FRFB	Phospholipase A2, group V	PLA2G5	5322	ENSG00000127472		[Fleck retina, familial benign], 228980 (3), Autosomal recessive	Pla2g5 (MGI:101899)
chr1	20100000	23600000	1p36.12		612957	B6QTL1	Vitamin B6 plasma level QTL 1		100302718		associated with rs4654748	{Vitamin B6 plasma level QTL 1}, 612957 (2)	
chr1	20100000	34300000	1p36.12-p35.1		612627	BFIS4, BFIC4	Seizures, benign familial infantile, 4		100271922		between D1S2864 and D1S2830	Seizures, benign familial infantile, 4, 612627 (2)	
chr1	20111938	20119535	1p36.12	1p36.12	605630	PLA2G2D, SPLASH	Phospholipase A2, group IID	PLA2G2D	26279	ENSG00000117215			Pla2g2d (MGI:1341796)
chr1	20139322	20150385	1p35	1p36.12	616793	PLA2G2F	Phospholipase A2, group IIf	PLA2G2F	64600	ENSG00000158786			Pla2g2f (MGI:1349661)
chr1	20183006	20196049	1p36.12	1p36.12	616783	UBXN10	UBX domain protein 10	UBXN10	127733	ENSG00000162543			Ubxn10 (MGI:2443123)
chr1	20482390	20486209	1p36.12	1p36.12	614986	CAMK2N1	Calcium/calmodulin-dependent protein kinase II inhibitor 1	CAMK2N1	55450	ENSG00000162545			Camk2n1 (MGI:1913509)
chr1	20499447	20508482	1p36.12	1p36.12	612037	MUL1, MULAN, C1orf166	Mitochondrial ubiquitin ligase activator of NFKB1	MUL1	79594	ENSG00000090432			Mul1 (MGI:1915600)
chr1	20589096	20618902	1p36.2-p35	1p36.12	123920	CDA	Cytidine deaminase	CDA	978	ENSG00000158825			Cda (MGI:1919519)
chr1	20633457	20651510	1p36	1p36.12	608309	PINK1, PARK6	PTEN-induced putative kinase 1	PINK1	65018	ENSG00000158828		Parkinson disease 6, early onset, 605909 (3), Autosomal recessive	Pink1 (MGI:1916193)
chr1	20651776	20661368	1p36.1	1p36.12	602202	DDOST, OST, OST48, CDG1R	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	DDOST	1650	ENSG00000244038	mutation (cmpd het) identified in 1 CDG1R patient	?Congenital disorder of glycosylation, type Ir, 614507 (3), Autosomal recessive	Ddost (MGI:1194508)
chr1	20664013	20718006	1p36.12	1p36.12	605037	KIF17, KIAA1405	Kinesin family member 17	KIF17	57576	ENSG00000117245			Kif17 (MGI:1098229)
chr1	20740265	20787306	1p36.12	1p36.12	616072	HP1BP3, HP1BP74	Heterochromatin protein 1-binding protein 3	HP1BP3	50809	ENSG00000127483			Hp1bp3 (MGI:109369)
chr1	20806291	21176896	1p36.12	1p36.12	603929	EIF4G3, EIF4GII	Eukaryotic translation initiation factor 4-gamma, 3	EIF4G3	8672	ENSG00000075151			Eif4g3 (MGI:1923935)
chr1	21217249	21345503	1p36.1	1p36.12	600423	ECE1	Endothelin converting enzyme 1	ECE1	1889	ENSG00000117298	mutation identified in 1 HCAD patient	{Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial; ?Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3), Autosomal dominant	Ece1 (MGI:1101357)
chr1	21436774	21484899	1p36.2	1p36.12	612992	NBPF3	Neuroblastoma breakpoint family, member 3	NBPF3	84224	ENSG00000142794			
chr1	21508983	21578411	1p36.1-p34	1p36.12	171760	ALPL, HOPS, TNSALP, HPPA, HPPO, HPPI, HPPC	Alkaline phosphatase, liver/bone/kidney	ALPL	249	ENSG00000162551		Odontohypophosphatasia, 146300 (3), Autosomal dominant, Autosomal recessive; Hypophosphatasia, infantile, 241500 (3), Autosomal recessive; Hypophosphatasia, childhood, 241510 (3), Autosomal recessive; Hypophosphatasia, adult, 146300 (3), Autosomal dominant, Autosomal recessive	Alpl (MGI:87983)
chr1	21596220	21669412	1p36.1-p35	1p36.12	600278	RAP1GA1	RAP1, GTPase activating protein 1	RAP1GAP	5909	ENSG00000076864			Rap1gap (MGI:109338)
chr1	21678297	21784145	1p36	1p36.12	617445	USP48, USP31	Ubiquitin-specific peptidase 48	USP48	84196	ENSG00000090686			Usp48 (MGI:2158502)
chr1	21822243	21937309	1p36.1	1p36.12	142461	HSPG2, PLC, SJS, SJA, SJS1	Heparan sulfate proteoglycan of basement membrane (perlecan)	HSPG2	3339	ENSG00000142798		Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3), Autosomal recessive; Schwartz-Jampel syndrome, type 1, 255800 (3), Autosomal recessive	Hspg2 (MGI:96257)
chr1	21977021	21989353	1p36.12	1p36.12	618694	CELA3B	Chymotrypsin-like elastase 3A	CELA3B	23436	ENSG00000219073	distal to CELA3A		Cela3b,Cela3a (MGI:1915118,MGI:3651647)
chr1	22001656	22012541	1p36.12	1p36.12	618693	CELA3A	Chymotrypsin-like elastase 3A	CELA3A	10136	ENSG00000142789	proximal to CELA3B		Cela3b,Cela3a (MGI:1915118,MGI:3651647)
chr1	22052708	22101359	1p36.1	1p36.12	116952	CDC42, TKS	Cell division cycle 42 (GTP-binding protein, 25kD)	CDC42	998	ENSG00000070831		Takenouchi-Kosaki syndrome, 616737 (3), Autosomal dominant	Cdc42 (MGI:106211)
chr1	22117307	22143980	1p35	1p36.12	603490	WNT4, SERKAL	Wingless-type MMTV integration site family, member 4	WNT4	54361	ENSG00000162552	mutation identified in 1 SERKAL family	?SERKAL syndrome, 611812 (3), Autosomal recessive; Mullerian aplasia and hyperandrogenism, 158330 (3), Autosomal dominant	Wnt4 (MGI:98957)
chr1	22428837	22531153	1p36	1p36.12	612106	ZBTB40, KIAA0478	Zinc finger- and BTB domain-containing protein 40	ZBTB40	9923	ENSG00000184677			Zbtb40 (MGI:2682254)
chr1	22563488	22603594	1p36.12	1p36.12	176945	EPHA8, EEK, HEK3	Ephrin receptor EphA8 (eph- and elk-related kinase)	EPHA8	2046	ENSG00000070886			Epha8 (MGI:109378)
chr1	22636462	22639677	1p36.3-p34.1	1p36.12	120550	C1QA	Complement component 1, q subcomponent, A chain	C1QA	712	ENSG00000173372		C1q deficiency, 613652 (3), Autosomal recessive	C1qa (MGI:88223)
chr1	22643632	22648107	1p36.3-p34.1	1p36.12	120575	C1QC, C1QG	Complement component 1, q subcomponent, C chain	C1QC	714	ENSG00000159189		C1q deficiency, 613652 (3), Autosomal recessive	C1qc (MGI:88225)
chr1	22653235	22661636	1p36.3-p34.1	1p36.12	120570	C1QB	Complement component 1, q subcomponent, B chain	C1QB	713	ENSG00000173369		C1q deficiency, 613652 (3), Autosomal recessive	C1qb (MGI:88224)
chr1	22710769	22921499	1p36.1-p35	1p36.12	600997	EPHB2, EPHT3, DRT, ERK, PCBC, CAPB, BDPLT22	eph tyrosine kinase 3 (ephrin receptor EphB2)	EPHB2	2048	ENSG00000133216	mutation identified in 1 BDPLT22 family	?Bleeding disorder, platelet-type, 22, 618462 (3), Autosomal recessive; {Prostate cancer/brain cancer susceptibility, somatic}, 603688 (3)	Ephb2 (MGI:99611)
chr1	23019442	23083690	1p36.12	1p36.12	609132	KDM1A, LSD1, AOF2, BHC110, KIAA0601, CPRF	Lysine demethylase 1A	KDM1A	23028	ENSG00000004487		Cleft palate, psychomotor retardation, and distinctive facial features, 616728 (3), Autosomal dominant	Kdm1a (MGI:1196256)
chr1	23084029	23177807	1p36	1p36.12	601422	LUZP1	Leucine zipper protein 1	LUZP1	7798	ENSG00000169641			Luzp1 (MGI:107629)
chr1	23191894	23217501	1p36.3-p34.3	1p36.12	182133	HTR1D	5-hydroxytryptamine (serotonin) receptor-1D	HTR1D	3352	ENSG00000179546			Htr1d (MGI:96276)
chr1	23304687	23344315	1p36.11	1p36.12	607201	HNRPR, HNRNPR	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	10236	ENSG00000125944			Hnrnpr (MGI:1891692)
chr1	23359447	23369835	1p36	1p36.12	611703	ZNF436, KIAA1710	Zinc finger protein 436	ZNF436	80818	ENSG00000125945			Zfp46 (MGI:99192)
chr1	23380908	23424775	1p36.12	1p36.12	604128	TCEA3	Transcription elongation factor A, 3	TCEA3	6920	ENSG00000204219			Tcea3 (MGI:1196908)
chr1	23428562	23484630	1p36.13	1p36.12	616594	ASAP3, UPLC1, CENTB6, DDEFL1, ACAP4	ARF GTPase-activating protein with SH3 domain, ankyrin repeat, and PH domain 3	ASAP3	55616	ENSG00000088280			Asap3 (MGI:2684986)
